매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,허위매물여부,매물_HC,매물_DBSCAN,월세+관리비,전용면적_가격_비율,지역_KMedoids,지역_HDBSCAN,계절,매물_등록_경과일
현장확인,37900.0,15.0,17.5,6.0,6.0,남향,1.0,1.0,가능,8.0,9,0,2,2,24.0,3.618545043347154e-05,5,6,가을,126
현장확인,2950.0,43.0,37.82,5.0,6.0,남동향,2.0,1.0,가능,5.0,8,0,6,0,51.0,0.0004571162240407282,6,7,가을,125
전화확인,19000.0,59.0,28.15,9.0,10.0,동향,1.0,1.0,가능,17.0,4,0,3,2,63.0,0.00011779003458913715,1,5,여름,234
전화확인,37250.0,43.0,43.77,1.0,14.0,남향,2.0,2.0,가능,17.0,5,0,4,4,48.0,2.9440041216057703e-05,10,0,가을,520
현장확인,16850.0,27.0,17.5,12.0,12.0,서향,1.0,1.0,가능,1.0,4,0,2,2,31.0,0.00010512929207291225,5,6,여름,226
현장확인,38150.0,41.0,30.1,10.0,21.0,동향,1.0,1.0,불가능,16.0,0,0,1,2,41.0,3.570448875090894e-05,5,10,봄,280
현장확인,19400.0,65.0,26.25,3.0,7.0,남동향,1.0,1.0,가능,4.0,7,0,3,2,72.0,0.0001413843888070692,1,5,가을,167
현장확인,17850.0,72.0,17.5,9.0,21.0,동향,1.0,1.0,가능,166.0,6,0,2,2,78.0,0.0002496998799519808,3,6,겨울,66
서류확인,40350.0,5.0,26.7,3.0,3.0,남향,1.0,1.0,불가능,17.0,9,0,3,2,14.0,1.29949087803814e-05,10,5,겨울,77
현장확인,2850.0,47.0,42.56,5.0,20.0,북향,1.0,1.0,불가능,23.0,12,0,1,2,59.0,0.00048641340192586726,8,9,여름,253
서류확인,15750.0,25.0,18.18,4.0,7.0,북향,1.0,1.0,불가능,2.0,1,0,2,2,26.0,9.080273106675747e-05,5,6,여름,558
현장확인,16150.0,32.0,17.5,4.0,7.0,남서향,1.0,1.0,불가능,17.0,6,0,2,2,38.0,0.00013445378151260502,5,6,가을,152
현장확인,8500.0,52.0,20.21,13.0,21.0,서향,1.0,1.0,가능,43.0,6,0,2,2,58.0,0.00033763134150245947,3,6,겨울,68
현장확인,18450.0,75.0,24.01,4.0,10.0,북향,2.0,1.0,가능,8.0,16,1,6,0,91.0,0.00020542479477272908,4,8,봄,317
현장확인,18650.0,20.0,18.18,2.0,6.0,남동향,1.0,1.0,불가능,17.0,11,1,2,2,31.0,9.143005453360349e-05,5,6,여름,228
현장확인,10900.0,5.0,31.14,1.0,10.0,북향,1.0,1.0,불가능,44.0,9,0,1,2,14.0,4.124610371627394e-05,5,10,겨울,76
현장확인,40650.0,49.0,28.03,6.0,9.0,동향,1.0,1.0,가능,2.0,2,0,3,2,51.0,4.475963418214275e-05,10,5,겨울,74
서류확인,1250.0,72.0,39.73,8.0,8.0,서향,2.0,1.0,불가능,7.0,13,1,5,0,85.0,0.0017115529826327715,6,4,봄,303
전화확인,15650.0,26.0,29.98,4.0,7.0,북향,2.0,1.0,불가능,21.0,8,0,6,0,34.0,7.246577590598205e-05,4,8,겨울,407
서류확인,14700.0,64.0,31.34,2.0,9.0,남서향,1.0,1.0,불가능,8.0,10,0,1,2,74.0,0.00016062583297518114,3,10,가을,174
현장확인,16300.0,30.0,17.5,2.0,4.0,북향,1.0,1.0,불가능,17.0,7,0,2,2,37.0,0.0001297107800175285,5,6,겨울,57
현장확인,18550.0,53.0,29.75,2.0,3.0,동향,2.0,1.0,불가능,1.0,0,0,6,0,53.0,9.603841536614646e-05,4,8,가을,136
서류확인,15350.0,45.0,39.89,1.0,6.0,동향,1.0,1.0,가능,31.0,13,0,1,2,58.0,9.472302904649022e-05,5,10,겨울,31
전화확인,18100.0,24.0,20.25,11.0,13.0,남동향,1.0,1.0,불가능,5.0,6,0,2,2,30.0,8.184980560671168e-05,5,6,가을,519
현장확인,17550.0,69.0,24.23,7.0,17.0,동향,1.0,1.0,가능,3.0,7,0,3,2,76.0,0.00017872407472077303,1,5,가을,488
전화확인,9100.0,5.0,30.93,9.0,9.0,남서향,1.0,1.0,불가능,1.0,7,0,1,2,12.0,4.2634378230886476e-05,5,10,겨울,32
현장확인,1350.0,12.0,23.33,4.0,8.0,북향,1.0,1.0,가능,5.0,10,0,3,2,22.0,0.0006985124859106857,8,5,가을,161
현장확인,7450.0,60.0,27.36,3.0,10.0,서향,1.0,1.0,가능,17.0,3,0,3,2,63.0,0.00030907806428823734,0,5,여름,192
현장확인,38950.0,59.0,19.08,19.0,21.0,동향,1.0,1.0,불가능,17.0,10,0,2,2,69.0,9.284601286926475e-05,5,6,겨울,58
서류확인,18100.0,18.0,42.34,3.0,19.0,서향,1.0,1.0,가능,37.0,7,0,1,2,25.0,3.2621999754682555e-05,5,10,겨울,41
현장확인,9300.0,55.0,27.45,7.0,12.0,남동향,1.0,1.0,가능,4.0,1,0,3,2,56.0,0.00021936267309085924,1,5,여름,185
현장확인,17050.0,26.0,17.5,4.0,7.0,남향,1.0,1.0,불가능,2.0,5,0,2,2,31.0,0.0001038961038961039,5,6,여름,204
서류확인,1850.0,15.0,34.3,4.0,5.0,동향,2.0,1.0,가능,17.0,12,0,6,0,27.0,0.0004254983846820582,4,7,가을,97
현장확인,3150.0,40.0,31.32,8.0,11.0,남향,1.0,1.0,불가능,18.0,18,0,1,2,58.0,0.0005878894767783657,8,9,가을,514
현장확인,16550.0,47.0,19.34,2.0,6.0,서향,1.0,1.0,불가능,17.0,7,0,2,2,54.0,0.0001687094042995904,5,6,가을,130
현장확인,14050.0,65.0,32.2,2.0,3.0,북서향,2.0,1.0,불가능,1.0,0,1,6,0,65.0,0.00014367498507990536,4,8,여름,216
현장확인,15200.0,56.0,17.5,3.0,6.0,남동향,1.0,1.0,불가능,17.0,11,1,2,2,67.0,0.00025187969924812034,3,6,여름,241
현장확인,14050.0,18.0,19.8,3.0,5.0,서향,1.0,1.0,불가능,17.0,10,0,2,2,28.0,0.00010065063445846364,5,6,겨울,65
현장확인,36000.0,10.0,39.6,5.0,6.0,동향,2.0,1.0,가능,4.0,7,0,5,0,17.0,1.1924803591470259e-05,4,3,가을,177
전화확인,16550.0,19.0,34.12,5.0,9.0,서향,2.0,1.0,가능,1.0,13,1,6,0,32.0,5.666866187580355e-05,4,8,봄,289
현장확인,16450.0,18.0,20.96,3.0,3.0,서향,1.0,1.0,불가능,12.0,3,0,3,2,21.0,6.090628552866655e-05,2,5,여름,184
현장확인,12600.0,34.0,39.66,3.0,5.0,북향,1.0,1.0,가능,5.0,0,1,1,2,34.0,6.803864595090012e-05,5,10,봄,320
현장확인,11050.0,2.0,24.56,2.0,12.0,서향,1.0,1.0,가능,20.0,10,0,3,2,12.0,4.4217135613954935e-05,10,5,겨울,34
현장확인,9800.0,5.0,27.43,3.0,4.0,서향,1.0,1.0,가능,44.0,12,0,3,2,17.0,6.324075382978565e-05,2,5,여름,237
현장확인,12250.0,20.0,17.5,10.0,12.0,서향,1.0,1.0,가능,26.0,9,0,2,2,29.0,0.00013527696793002916,5,6,겨울,84
현장확인,11050.0,8.0,27.58,6.0,7.0,남향,2.0,1.0,가능,13.0,10,0,6,0,18.0,5.9063062944818696e-05,4,8,가을,485
전화확인,11400.0,58.0,36.2,12.0,15.0,남향,1.0,1.0,가능,9.0,0,0,1,2,58.0,0.00014054473199573517,5,10,겨울,412
현장확인,38850.0,72.0,33.5,7.0,8.0,남향,1.0,1.0,불가능,28.0,8,0,1,2,80.0,6.146871818513609e-05,5,10,여름,189
현장확인,37050.0,44.0,25.56,7.0,10.0,동향,2.0,1.0,가능,1.0,0,0,6,0,44.0,4.646261132547271e-05,4,8,겨울,92
전화확인,36800.0,31.0,33.23,10.0,20.0,동향,1.0,1.0,불가능,32.0,7,0,1,2,38.0,3.1074592105091e-05,5,10,가을,547
현장확인,35600.0,45.0,29.89,7.0,9.0,동향,2.0,1.0,가능,4.0,5,0,6,0,50.0,4.698877156314727e-05,4,8,봄,349
전화확인,600.0,59.0,17.5,3.0,6.0,남서향,1.0,1.0,가능,8.0,5,0,2,2,64.0,0.006095238095238095,9,6,겨울,91
서류확인,14150.0,42.0,25.68,5.0,7.0,남향,2.0,1.0,가능,17.0,1,0,6,0,43.0,0.00011833603029402375,4,8,가을,111
서류확인,14500.0,73.0,17.5,2.0,3.0,동향,2.0,1.0,불가능,17.0,0,1,6,0,73.0,0.0002876847290640394,4,8,봄,318
현장확인,2650.0,25.0,32.23,13.0,15.0,남서향,1.0,1.0,불가능,12.0,10,0,1,2,35.0,0.0004097904799817351,3,10,겨울,52
서류확인,18750.0,28.0,25.79,7.0,8.0,남향,2.0,1.0,가능,1.0,3,0,6,0,31.0,6.410753522036965e-05,4,8,가을,98
현장확인,19550.0,13.0,34.9,4.0,21.0,남향,1.0,1.0,가능,23.0,12,0,1,2,25.0,3.664104236437319e-05,5,10,가을,508
현장확인,8750.0,10.0,33.05,3.0,4.0,남서향,2.0,1.0,불가능,17.0,0,0,6,0,10.0,3.457964123622218e-05,4,8,가을,117
전화확인,38850.0,23.0,27.48,3.0,7.0,서향,2.0,1.0,가능,1.0,2,0,6,0,25.0,2.3417053984739574e-05,4,8,겨울,75
현장확인,10100.0,18.0,38.43,4.0,5.0,동향,2.0,1.0,가능,5.0,3,0,5,0,21.0,5.4103771032840995e-05,4,3,여름,189
현장확인,32650.0,54.0,34.98,3.0,9.0,동향,1.0,1.0,불가능,16.0,5,0,1,2,59.0,5.1659359931774626e-05,5,10,겨울,90
현장확인,33550.0,34.0,19.91,9.0,13.0,서향,2.0,2.0,가능,8.0,6,0,4,3,40.0,5.9881987572990526e-05,10,1,여름,249
현장확인,7500.0,22.0,41.8,5.0,7.0,북서향,2.0,1.0,가능,6.0,4,0,5,0,26.0,8.293460925039872e-05,4,3,겨울,70
현장확인,13300.0,30.0,46.46,2.0,3.0,남향,2.0,1.0,불가능,1.0,0,0,5,0,30.0,4.855013124718814e-05,4,3,가을,151
전화확인,2450.0,23.0,26.44,12.0,14.0,남향,1.0,1.0,불가능,17.0,9,0,3,2,32.0,0.0004939948748031739,0,5,가을,134
서류확인,12200.0,18.0,29.89,4.0,6.0,동향,2.0,1.0,가능,8.0,10,0,6,0,28.0,7.67842745805659e-05,4,8,겨울,88
현장확인,2600.0,69.0,43.97,4.0,5.0,남동향,2.0,1.0,가능,1.0,0,0,5,0,69.0,0.000603558370217456,6,3,겨울,79
현장확인,15750.0,14.0,17.5,12.0,15.0,동향,1.0,1.0,가능,17.0,15,0,2,2,29.0,0.00010521541950113378,5,6,겨울,67
현장확인,14400.0,40.0,29.88,4.0,7.0,동향,2.0,1.0,가능,8.0,0,0,6,0,40.0,9.296445039416928e-05,4,8,가을,151
전화확인,9950.0,30.0,17.5,11.0,11.0,동향,1.0,1.0,불가능,22.0,6,0,2,2,36.0,0.00020674802584350323,3,6,가을,491
현장확인,12150.0,50.0,26.44,3.0,4.0,남향,1.0,1.0,가능,4.0,3,0,3,2,53.0,0.0001649825990051238,1,5,가을,101
현장확인,18850.0,6.0,32.7,2.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,6.0,9.734017959263134e-06,4,8,가을,106
현장확인,32250.0,25.0,19.2,19.0,21.0,남향,2.0,1.0,가능,15.0,3,0,6,0,28.0,4.521963824289406e-05,4,8,겨울,86
서류확인,9950.0,68.0,40.59,1.0,3.0,동향,1.0,1.0,불가능,24.0,1,0,1,2,69.0,0.0001708468432331651,3,10,겨울,58
현장확인,19400.0,33.0,19.8,2.0,7.0,서향,1.0,1.0,불가능,17.0,8,0,2,2,41.0,0.0001067374778714985,5,6,겨울,84
현장확인,1900.0,40.0,27.36,4.0,10.0,남향,1.0,1.0,가능,19.0,0,0,3,2,40.0,0.0007694675284702986,8,5,가을,115
현장확인,1650.0,33.0,42.98,4.0,5.0,남향,2.0,1.0,불가능,17.0,1,0,5,0,34.0,0.00047943370418940457,6,3,가을,178
전화확인,1300.0,21.0,18.32,2.0,6.0,북향,2.0,1.0,불가능,5.0,3,1,6,0,24.0,0.001007725898555593,6,4,겨울,457
현장확인,35600.0,25.0,35.8,3.0,5.0,남동향,2.0,1.0,불가능,3.0,2,0,6,0,27.0,2.1185110790283097e-05,4,8,가을,135
서류확인,12400.0,11.0,27.66,5.0,9.0,남동향,1.0,1.0,가능,26.0,0,0,3,2,11.0,3.207146689058382e-05,10,5,여름,190
현장확인,2450.0,13.0,48.95,3.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,5,0,13.0,0.00010839882428967501,4,3,가을,153
현장확인,18950.0,1.0,18.97,3.0,6.0,남향,1.0,1.0,가능,30.0,8,0,2,2,9.0,2.503605887924692e-05,5,6,여름,268
현장확인,40500.0,24.0,33.89,19.0,20.0,동향,1.0,1.0,가능,34.0,2,0,1,2,26.0,1.894291261852981e-05,5,10,가을,135
현장확인,1450.0,20.0,24.27,7.0,17.0,남향,1.0,1.0,불가능,18.0,9,0,3,2,29.0,0.0008240626287597857,8,5,가을,129
서류확인,39200.0,26.0,25.84,1.0,2.0,서향,1.0,1.0,가능,10.0,7,0,3,2,33.0,3.257882100208505e-05,10,5,가을,171
현장확인,8150.0,4.0,31.89,10.0,13.0,서향,1.0,1.0,불가능,18.0,0,0,1,2,4.0,1.5390327563884288e-05,5,10,여름,551
서류확인,850.0,59.0,17.5,11.0,11.0,남서향,1.0,1.0,가능,29.0,17,0,2,2,76.0,0.0051092436974789915,9,6,여름,235
전화확인,12650.0,12.0,17.5,14.0,14.0,남향,1.0,1.0,가능,104.0,7,0,2,2,19.0,8.582721626199887e-05,5,6,가을,147
현장확인,8750.0,50.0,29.79,5.0,7.0,동향,2.0,1.0,가능,8.0,8,0,6,0,58.0,0.00022250995060662737,4,8,가을,107
현장확인,800.0,41.0,17.5,4.0,4.0,동향,1.0,1.0,불가능,17.0,0,0,2,2,41.0,0.0029285714285714284,9,6,가을,105
전화확인,1950.0,42.0,18.18,2.0,6.0,북동향,1.0,1.0,불가능,17.0,5,0,2,2,47.0,0.0013257736030013259,7,6,봄,297
현장확인,16200.0,60.0,18.04,14.0,15.0,동향,1.0,1.0,가능,127.0,8,0,2,2,68.0,0.00023267909446771237,3,6,여름,202
전화확인,33300.0,20.0,41.19,3.0,4.0,남향,2.0,1.0,불가능,17.0,0,0,5,0,20.0,1.4581223612541894e-05,4,3,가을,156
전화확인,12600.0,54.0,26.13,7.0,11.0,동향,1.0,1.0,가능,44.0,1,0,3,2,55.0,0.000167052405858376,1,5,겨울,6
전화확인,16300.0,4.0,33.05,4.0,15.0,남서향,1.0,1.0,가능,27.0,0,0,1,2,4.0,7.425076339066112e-06,5,10,봄,282
현장확인,3050.0,45.0,18.2,4.0,6.0,동향,1.0,1.0,불가능,3.0,5,0,2,2,50.0,0.0009007386056566386,8,6,여름,236
현장확인,32300.0,6.0,24.8,4.0,3.0,남향,1.0,1.0,불가능,17.0,1,0,3,2,7.0,8.738639768301207e-06,10,5,가을,104
현장확인,16900.0,14.0,17.5,4.0,10.0,남서향,1.0,1.0,불가능,9.0,12,1,2,2,26.0,8.791208791208791e-05,5,6,여름,232
전화확인,16450.0,62.0,19.8,2.0,4.0,북서향,1.0,1.0,불가능,2.0,0,0,2,2,62.0,0.00019035338184274353,5,6,가을,142
현장확인,17050.0,55.0,47.66,5.0,5.0,서향,2.0,1.0,가능,4.0,4,0,5,0,59.0,7.260618038574802e-05,4,3,겨울,81
현장확인,15950.0,14.0,36.66,9.0,18.0,동향,1.0,1.0,불가능,32.0,9,0,1,2,23.0,3.9334595460787686e-05,5,10,겨울,71
전화확인,6600.0,10.0,28.52,4.0,5.0,동향,2.0,1.0,가능,17.0,12,0,6,0,22.0,0.0001168770453482936,4,8,가을,176
현장확인,38450.0,36.0,20.84,4.0,8.0,남향,1.0,1.0,가능,6.0,8,0,3,2,44.0,5.491090705330601e-05,10,5,봄,292
현장확인,2900.0,14.0,17.5,2.0,7.0,남향,1.0,1.0,불가능,10.0,0,0,2,2,14.0,0.00027586206896551725,3,6,가을,164
현장확인,37400.0,74.0,17.5,4.0,8.0,남동향,1.0,1.0,가능,4.0,0,0,2,2,74.0,0.00011306340718105423,5,6,가을,121
현장확인,11550.0,74.0,26.45,2.0,3.0,남향,1.0,1.0,불가능,17.0,0,1,3,2,74.0,0.00024222784147169782,0,5,여름,193
현장확인,36500.0,15.0,38.52,4.0,10.0,북향,2.0,1.0,가능,18.0,10,0,5,0,25.0,1.7781191766596964e-05,4,3,가을,172
전화확인,16800.0,29.0,23.09,4.0,9.0,남향,1.0,1.0,가능,25.0,6,0,3,2,35.0,9.022664934315e-05,2,5,가을,114
현장확인,38950.0,8.0,27.84,5.0,5.0,남향,1.0,1.0,가능,5.0,15,0,3,2,23.0,2.1210511560650996e-05,10,5,가을,95
서류확인,15850.0,39.0,35.53,2.0,3.0,동향,2.0,1.0,가능,20.0,5,0,6,0,44.0,7.81318670586282e-05,4,8,봄,333
현장확인,12750.0,22.0,28.4,4.0,6.0,남향,2.0,1.0,가능,7.0,7,0,6,0,29.0,8.008837337752003e-05,4,8,겨울,85
전화확인,500.0,27.0,17.5,7.0,7.0,서향,1.0,1.0,불가능,1.0,19,1,2,2,46.0,0.005257142857142857,9,6,겨울,413
현장확인,35350.0,58.0,27.93,4.0,4.0,남향,1.0,1.0,불가능,44.0,14,0,3,2,72.0,7.292427877128666e-05,2,5,가을,109
현장확인,38800.0,54.0,23.31,4.0,6.0,남향,1.0,1.0,가능,4.0,19,0,3,2,73.0,8.071399823977144e-05,2,5,겨울,89
현장확인,9200.0,71.0,20.1,4.0,7.0,북향,1.0,1.0,불가능,2.0,8,1,2,2,79.0,0.000427211767250703,3,6,봄,322
현장확인,16600.0,47.0,39.13,4.0,6.0,동향,1.0,1.0,가능,44.0,6,0,1,2,53.0,8.159394542134805e-05,5,10,봄,345
현장확인,19500.0,36.0,21.5,3.0,5.0,서향,1.0,1.0,불가능,3.0,0,0,3,2,36.0,8.586762075134168e-05,2,5,겨울,87
현장확인,17400.0,5.0,17.5,5.0,11.0,동향,1.0,1.0,가능,15.0,12,1,2,2,17.0,5.582922824302134e-05,5,6,봄,286
서류확인,16950.0,50.0,22.72,3.0,6.0,남서향,2.0,2.0,불가능,2.0,14,1,4,3,64.0,0.0001661888736549088,1,1,봄,276
현장확인,15350.0,1.0,30.12,1.0,15.0,동향,2.0,2.0,불가능,4.0,0,0,4,1,1.0,2.1629010559282954e-06,10,2,가을,148
전화확인,16150.0,57.0,41.65,4.0,9.0,동향,2.0,1.0,가능,50.0,22,0,5,0,79.0,0.00011744635934869303,4,3,겨울,91
현장확인,1050.0,15.0,17.5,6.0,17.0,북향,1.0,1.0,가능,99.0,5,0,2,2,20.0,0.00108843537414966,8,6,가을,112
현장확인,32750.0,18.0,26.97,4.0,10.0,남서향,2.0,1.0,가능,34.0,14,0,6,0,32.0,3.62291151887735e-05,4,8,여름,186
현장확인,10250.0,51.0,30.21,10.0,10.0,남서향,1.0,1.0,가능,30.0,12,0,1,2,63.0,0.00020345387167873666,3,10,봄,357
전화확인,7900.0,15.0,17.5,5.0,6.0,남동향,2.0,1.0,가능,6.0,8,0,6,0,23.0,0.0001663652802893309,4,8,가을,137
현장확인,1950.0,13.0,17.8,2.0,7.0,동향,1.0,1.0,불가능,2.0,7,0,2,2,20.0,0.0005762028233938346,3,6,가을,173
서류확인,19300.0,12.0,22.14,12.0,20.0,북향,2.0,1.0,불가능,8.0,0,0,6,0,12.0,2.8083182386228003e-05,4,8,겨울,368
현장확인,33400.0,9.0,27.14,1.0,14.0,남서향,1.0,1.0,가능,38.0,10,0,3,2,19.0,2.0960290178669927e-05,10,5,가을,164
현장확인,10500.0,34.0,40.89,6.0,6.0,동향,1.0,1.0,가능,11.0,8,0,1,2,42.0,9.782342871117633e-05,5,10,가을,115
현장확인,13700.0,17.0,22.08,2.0,16.0,남서향,1.0,1.0,가능,20.0,0,0,3,2,17.0,5.6199090235903956e-05,10,5,겨울,401
전화확인,1700.0,63.0,24.07,16.0,21.0,동향,2.0,1.0,가능,15.0,1,0,6,0,64.0,0.0015640655930008063,6,4,여름,236
현장확인,10850.0,62.0,23.14,3.0,4.0,남서향,1.0,1.0,불가능,17.0,2,0,3,2,64.0,0.0002549100048193923,0,5,가을,138
현장확인,10750.0,3.0,18.71,1.0,5.0,남서향,1.0,1.0,가능,50.0,8,0,2,2,11.0,5.469031608516774e-05,5,6,가을,129
현장확인,2450.0,32.0,33.37,2.0,3.0,남향,2.0,1.0,불가능,17.0,3,0,6,0,35.0,0.0004281005180016268,4,7,가을,94
전화확인,34700.0,62.0,31.37,2.0,5.0,남동향,1.0,1.0,가능,5.0,10,0,1,2,72.0,6.614370270610424e-05,5,10,봄,290
현장확인,19250.0,31.0,27.3,8.0,17.0,남향,1.0,1.0,가능,33.0,0,0,3,2,31.0,5.8988630417201845e-05,2,5,여름,230
현장확인,1850.0,6.0,26.72,3.0,5.0,남동향,2.0,1.0,가능,4.0,5,0,6,0,11.0,0.0002225279171386956,4,8,가을,125
현장확인,13350.0,39.0,17.5,4.0,14.0,남서향,1.0,1.0,가능,107.0,16,0,2,2,55.0,0.00023542001070090958,3,6,겨울,58
서류확인,13400.0,25.0,33.76,12.0,12.0,서향,1.0,1.0,불가능,28.0,11,0,1,2,36.0,7.957841126122939e-05,5,10,가을,482
현장확인,10150.0,38.0,29.36,4.0,9.0,동향,2.0,1.0,가능,260.0,2,0,6,0,40.0,0.0001342263862230037,4,8,겨울,47
현장확인,13600.0,12.0,39.12,3.0,14.0,남향,2.0,1.0,가능,38.0,9,0,5,0,21.0,3.9471309996391196e-05,4,3,가을,157
현장확인,11000.0,50.0,17.5,7.0,9.0,동향,1.0,1.0,가능,48.0,1,0,2,2,51.0,0.0002649350649350649,3,6,여름,221
현장확인,3100.0,23.0,25.29,6.0,6.0,북서향,1.0,1.0,가능,17.0,6,0,3,2,29.0,0.00036990267733006803,0,5,가을,168
서류확인,14450.0,38.0,17.5,2.0,9.0,동향,1.0,1.0,불가능,36.0,1,0,2,2,39.0,0.0001542263964409293,5,6,가을,481
전화확인,14950.0,40.0,20.89,3.0,19.0,남동향,1.0,1.0,불가능,6.0,7,0,3,2,47.0,0.0001504936672585017,1,5,겨울,42
현장확인,7450.0,12.0,18.48,4.0,10.0,서향,1.0,1.0,가능,28.0,8,1,2,2,20.0,0.00014526860164444056,5,6,봄,324
전화확인,3150.0,11.0,18.9,2.0,8.0,남서향,1.0,1.0,가능,4.0,10,0,2,2,21.0,0.0003527336860670194,3,6,여름,195
현장확인,19200.0,46.0,17.5,2.0,5.0,동향,1.0,1.0,불가능,2.0,0,0,2,2,46.0,0.00013690476190476189,5,6,여름,209
현장확인,10850.0,70.0,21.59,5.0,18.0,서향,1.0,1.0,가능,33.0,9,0,3,2,79.0,0.00033724437196773553,0,5,봄,361
현장확인,34100.0,15.0,33.23,4.0,6.0,남동향,1.0,1.0,불가능,17.0,7,0,1,2,22.0,1.9415025288070438e-05,5,10,겨울,52
전화확인,2650.0,27.0,17.5,6.0,6.0,동향,1.0,1.0,가능,8.0,1,0,2,2,28.0,0.0006037735849056604,3,6,봄,311
현장확인,16350.0,41.0,31.52,15.0,20.0,서향,2.0,2.0,불가능,22.0,11,0,4,1,52.0,0.00010090190782222637,2,2,가을,496
전화확인,18850.0,24.0,21.49,4.0,6.0,동향,1.0,1.0,불가능,17.0,2,0,3,2,26.0,6.418382246754705e-05,2,5,가을,130
서류확인,15800.0,27.0,17.5,2.0,6.0,서향,1.0,1.0,불가능,17.0,0,0,2,2,27.0,9.76491862567812e-05,5,6,가을,120
현장확인,12250.0,29.0,39.66,3.0,6.0,남향,2.0,1.0,가능,5.0,15,0,5,0,44.0,9.056572704724856e-05,4,3,가을,156
현장확인,38200.0,72.0,25.21,4.0,10.0,동향,1.0,1.0,가능,37.0,2,0,3,2,74.0,7.68414428746176e-05,2,5,여름,560
현장확인,11400.0,22.0,44.83,2.0,3.0,북향,2.0,1.0,불가능,17.0,14,1,5,0,36.0,7.044155112295573e-05,4,3,봄,327
현장확인,2450.0,38.0,20.35,11.0,17.0,동향,1.0,1.0,불가능,30.0,5,0,2,2,43.0,0.000862458005315148,8,6,겨울,450
현장확인,1150.0,23.0,27.63,3.0,6.0,동향,2.0,1.0,가능,1.0,5,0,6,0,28.0,0.0008812097751341485,6,4,봄,280
현장확인,15100.0,25.0,21.45,5.0,6.0,남동향,1.0,1.0,가능,17.0,10,0,3,2,35.0,0.00010805971070871734,2,5,가을,159
전화확인,40200.0,15.0,17.5,9.0,9.0,남서향,1.0,1.0,가능,15.0,9,1,2,2,24.0,3.411513859275053e-05,5,6,여름,231
현장확인,34750.0,51.0,17.5,10.0,16.0,남동향,1.0,1.0,가능,22.0,3,0,2,2,54.0,8.879753340184995e-05,5,6,가을,105
현장확인,40750.0,43.0,34.03,1.0,2.0,남향,1.0,1.0,가능,8.0,0,0,1,2,43.0,3.1008366850613586e-05,5,10,겨울,47
현장확인,11550.0,20.0,17.5,6.0,17.0,북서향,1.0,1.0,가능,99.0,15,0,2,2,35.0,0.00017316017316017316,5,6,가을,132
현장확인,39950.0,8.0,33.1,2.0,5.0,남향,1.0,1.0,가능,17.0,16,0,1,2,24.0,1.814957518650579e-05,5,10,겨울,67
현장확인,1600.0,29.0,19.07,2.0,5.0,동향,1.0,1.0,불가능,17.0,8,0,2,2,37.0,0.0012126376507603565,8,6,여름,222
현장확인,18450.0,68.0,34.2,5.0,18.0,남동향,1.0,1.0,가능,12.0,3,0,1,2,71.0,0.00011252159305218782,5,10,가을,181
서류확인,3200.0,56.0,17.5,2.0,6.0,서향,1.0,1.0,불가능,17.0,0,1,2,2,56.0,0.001,8,6,가을,482
현장확인,7550.0,39.0,21.89,5.0,5.0,북서향,1.0,1.0,불가능,48.0,8,0,3,2,47.0,0.00028438399099652386,0,5,봄,359
현장확인,12050.0,31.0,35.2,4.0,9.0,남향,1.0,1.0,가능,8.0,3,0,1,2,34.0,8.015843078083742e-05,5,10,가을,144
현장확인,16250.0,25.0,24.31,5.0,12.0,남서향,1.0,1.0,불가능,9.0,11,0,3,2,36.0,9.113058886814544e-05,2,5,여름,259
현장확인,34600.0,52.0,17.5,4.0,4.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,52.0,8.587943848059455e-05,4,8,가을,152
현장확인,39500.0,54.0,43.54,5.0,7.0,남향,2.0,1.0,가능,1.0,12,0,5,0,66.0,3.837588598873145e-05,4,3,가을,155
현장확인,14800.0,52.0,18.9,2.0,8.0,동향,1.0,1.0,불가능,4.0,10,0,2,2,62.0,0.00022165022165022166,3,6,가을,95
현장확인,19000.0,47.0,29.55,9.0,17.0,남서향,1.0,1.0,불가능,6.0,16,0,1,2,63.0,0.000112209457654288,5,10,가을,470
현장확인,1200.0,62.0,17.5,3.0,16.0,동향,1.0,1.0,가능,1.0,6,0,2,2,68.0,0.003238095238095238,9,6,겨울,415
현장확인,1650.0,73.0,30.92,1.0,6.0,남동향,1.0,1.0,불가능,36.0,4,0,1,2,77.0,0.001509271237602415,7,6,가을,524
서류확인,7700.0,70.0,33.05,4.0,5.0,동향,1.0,1.0,불가능,2.0,7,0,1,2,77.0,0.00030257186081694405,3,10,여름,195
현장확인,1300.0,24.0,36.49,11.0,14.0,남동향,1.0,1.0,불가능,7.0,6,0,1,2,30.0,0.0006324177329932331,8,9,겨울,430
현장확인,10500.0,45.0,17.5,4.0,4.0,북향,1.0,1.0,불가능,2.0,6,0,2,2,51.0,0.00027755102040816324,3,6,가을,505
현장확인,12850.0,63.0,33.02,4.0,6.0,동향,2.0,1.0,가능,4.0,6,0,6,0,69.0,0.00016261810434426015,4,8,가을,117
